City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
317,Cayenne,GF,4.93,-52.33,89.6,62,75,8.05,broken clouds,0.0,0
318,Chiang Klang,TH,19.29,100.86,74.12,87,13,1.3,few clouds,0.0,0
319,George,ZA,-33.96,22.46,44.6,81,20,8.05,few clouds,0.0,0
320,Katangli,RU,51.71,143.23,48.99,95,8,5.06,clear sky,0.0,0
321,Carmen,MX,18.63,-91.83,89.6,62,40,16.11,scattered clouds,0.0,0
322,Zyryanka,RU,65.75,150.85,50.5,67,100,17.31,overcast clouds,0.0,0
323,Peniche,PT,39.36,-9.38,75.0,74,3,18.01,clear sky,0.0,0
324,Marsh Harbour,BS,26.54,-77.06,85.73,71,100,11.79,light rain,0.14,0
325,Waingapu,ID,-9.66,120.26,73.26,80,5,10.2,clear sky,0.0,0
326,Gaziantep,TR,37.06,37.38,86.0,27,1,9.62,clear sky,0.0,0
327,Nishihara,JP,26.18,127.76,84.2,89,75,16.11,shower rain,0.0,0
328,Sorong,ID,-0.88,131.25,77.52,87,100,6.55,overcast clouds,0.0,0
329,Leningradskiy,RU,69.38,178.42,38.19,90,100,13.18,light rain,0.27,0
330,Sioux Lookout,CA,50.1,-91.92,66.2,72,90,8.05,overcast clouds,0.0,0
331,Sur,OM,22.57,59.53,85.15,66,0,13.13,clear sky,0.0,0
332,Santa Fe,AR,-31.63,-60.7,61.0,37,0,1.01,clear sky,0.0,0
333,Allahganj,IN,27.55,79.68,92.3,55,25,13.51,scattered clouds,0.0,0
334,Sakakah,SA,29.97,40.21,102.2,11,17,4.7,few clouds,0.0,0
335,Kapuskasing,CA,49.42,-82.43,73.4,60,75,12.75,broken clouds,0.0,0
336,Los Llanos De Aridane,ES,28.66,-17.92,75.2,73,20,19.46,few clouds,0.0,0
337,Bay Roberts,CA,47.6,-53.26,73.99,100,62,1.01,broken clouds,0.0,0
338,Superior,US,46.72,-92.1,71.01,94,90,4.7,light rain,0.25,0
339,Viedma,AR,-40.81,-63.0,47.46,52,72,7.29,broken clouds,0.0,0
340,Narsaq,GL,60.92,-46.05,51.8,71,75,6.93,shower rain,0.0,0
341,Frontera,MX,26.93,-101.45,100.99,12,0,1.99,clear sky,0.0,0
342,Pisco,PE,-13.7,-76.22,63.0,82,90,10.29,overcast clouds,0.0,0
343,Kununurra,AU,-15.77,128.73,50.0,36,7,8.97,clear sky,0.0,0
344,Lata,PT,40.16,-8.33,82.0,44,22,10.0,few clouds,0.0,0
345,Sergeyevka,KZ,53.88,67.42,69.58,80,24,7.83,few clouds,0.0,0
346,Raudeberg,NO,61.99,5.14,61.0,72,40,9.17,shower rain,0.0,0
347,Araouane,ML,18.9,-3.53,108.79,10,1,3.96,clear sky,0.0,0
348,Kirundo,BI,-2.58,30.17,73.4,43,40,4.7,scattered clouds,0.0,0
349,Cockburn Town,TC,21.46,-71.14,87.8,66,40,13.87,scattered clouds,0.0,0
350,Grado,ES,43.39,-6.07,70.0,77,20,4.7,few clouds,0.0,0
351,Beringovskiy,RU,63.05,179.32,48.4,94,77,0.83,broken clouds,0.0,0
352,Arman,RU,59.7,150.17,54.72,89,82,3.67,light rain,0.37,0
353,Saint-Francois,FR,46.42,3.91,78.8,31,50,5.82,scattered clouds,0.0,0
354,Kutum,SD,14.2,24.67,87.15,26,16,10.13,few clouds,0.0,0
355,Ngama,TD,11.78,17.17,77.41,77,100,13.44,overcast clouds,0.0,0
356,Zaliznychne,UA,45.75,28.61,63.88,57,0,6.29,clear sky,0.0,0
357,Aklavik,CA,68.22,-135.01,57.2,82,75,4.7,broken clouds,0.0,0
358,Vicksburg,US,32.35,-90.88,93.2,59,1,3.31,clear sky,0.0,0
359,Sucua,EC,-2.47,-78.17,74.61,78,72,2.26,moderate rain,1.93,0
360,Qandala,SO,11.47,49.87,92.37,47,44,1.83,scattered clouds,0.0,0
361,Bilibino,RU,68.05,166.44,50.45,65,100,4.25,overcast clouds,0.0,0
362,Glens Falls,US,43.31,-73.64,82.0,69,75,6.93,broken clouds,0.0,0
363,Ancud,CL,-41.87,-73.82,44.01,100,90,8.05,overcast clouds,0.0,0
364,Pasighat,IN,28.07,95.33,79.09,85,87,1.88,moderate rain,1.23,0
365,Bathsheba,BB,13.22,-59.52,89.6,62,40,13.87,scattered clouds,0.0,0
366,Anito,PH,12.45,125.29,79.45,85,5,4.54,clear sky,0.0,0
367,Takoradi,GH,4.88,-1.76,76.03,78,72,11.7,broken clouds,0.0,0
368,Marsa Matruh,EG,31.35,27.25,80.6,61,0,9.17,clear sky,0.0,0
369,Tanout,NE,14.97,8.89,94.24,30,65,10.33,broken clouds,0.0,0
370,Carballo,ES,43.21,-8.69,66.2,77,20,14.99,few clouds,0.0,0
371,Marsala,IT,37.8,12.44,82.99,74,20,10.29,few clouds,0.0,0
372,Panaba,MX,21.28,-88.27,89.2,56,4,8.21,clear sky,0.0,0
373,Namibe,AO,-15.2,12.15,63.57,82,0,5.66,clear sky,0.0,0
374,Gajendragarh,IN,15.73,75.98,71.76,96,100,14.85,heavy intensity rain,11.08,0
375,Uddevalla,SE,58.35,11.94,59.0,94,100,1.99,light rain,0.46,0
376,Maragogi,BR,-9.01,-35.22,78.98,70,23,7.74,few clouds,0.0,0
377,Gogrial,SS,8.53,28.1,74.82,87,29,4.99,light rain,0.42,0
378,Sibolga,ID,1.74,98.78,76.44,82,66,3.87,broken clouds,0.0,0
379,Lixourion,GR,38.2,20.43,77.0,65,1,11.41,clear sky,0.0,0
380,Vuktyl,RU,63.86,57.31,60.69,90,82,5.14,broken clouds,0.0,0
381,Kulhudhuffushi,MV,6.62,73.07,83.77,76,99,10.65,light rain,0.71,0
382,Palmer,US,42.16,-72.33,75.2,83,75,5.82,broken clouds,0.0,0
383,Zarate,AR,-34.1,-59.03,54.0,12,0,8.01,clear sky,0.0,0
384,Manokwari,ID,-0.87,134.08,78.93,72,78,4.25,broken clouds,0.0,0
385,San Patricio,MX,19.22,-104.7,91.4,70,20,11.41,few clouds,0.0,0
386,Lyubashivka,UA,47.84,30.26,60.66,69,1,7.38,clear sky,0.0,0
387,Empangeni,ZA,-28.76,31.89,58.6,68,76,4.97,broken clouds,0.0,0
388,Mezen,RU,65.85,44.24,51.94,96,99,6.91,overcast clouds,0.0,0
389,Avera,US,33.19,-82.53,93.2,34,1,4.7,clear sky,0.0,0
390,Konya,TR,38.17,32.5,73.4,60,75,1.12,broken clouds,0.0,0
391,Muriwai Beach,NZ,-36.82,174.45,55.0,98,100,3.0,overcast clouds,0.0,0
392,Ostrovnoy,RU,68.05,39.51,47.73,79,0,5.57,clear sky,0.0,0
393,Pajarito,CO,5.29,-72.7,76.21,67,47,4.85,light rain,0.49,0
394,Bogovarovo,RU,58.98,47.02,73.85,90,4,5.39,light rain,0.65,0
395,Aswan,EG,24.09,32.91,91.24,11,0,7.4,clear sky,0.0,0
396,Preobrazheniye,RU,42.9,133.91,57.96,87,0,9.04,clear sky,0.0,0
397,Kalmar,SE,56.66,16.36,64.99,72,95,12.75,overcast clouds,0.0,0
398,Toora-Khem,RU,52.47,96.11,59.18,93,94,4.18,light rain,0.3,0
399,Horta,PT,38.53,-28.63,75.2,73,20,17.22,few clouds,0.0,0
400,Tianpeng,CN,30.99,103.94,78.8,69,40,4.47,scattered clouds,0.0,0
401,Biak,ID,-0.91,122.88,76.06,84,62,7.25,broken clouds,0.0,0
402,Kushima,JP,31.46,131.23,71.01,83,100,4.0,overcast clouds,0.0,0
403,Myaundzha,RU,63.05,147.19,55.11,69,4,3.06,clear sky,0.0,0
404,Kloulklubed,PW,7.04,134.26,80.6,83,75,8.05,broken clouds,0.0,0
405,Aras,ES,42.56,-2.36,75.2,41,59,9.17,broken clouds,0.0,0
406,Port Hardy,CA,50.7,-127.42,57.2,82,75,6.93,broken clouds,0.0,0
407,Barcelos,PT,41.54,-8.62,84.99,56,57,16.11,broken clouds,0.0,0
408,Colares,PT,38.8,-9.45,75.0,56,20,33.33,few clouds,0.0,0
409,Asau,RO,46.43,26.4,57.99,74,67,0.43,broken clouds,0.0,0
410,York,US,40.13,-77.0,87.8,33,1,6.93,clear sky,0.0,0
411,Nortelandia,BR,-14.45,-56.8,96.84,24,15,3.87,few clouds,0.0,0
412,Kattivakkam,IN,13.22,80.32,84.2,83,40,6.93,mist,0.0,0
413,Tera,NE,14.01,0.75,95.45,33,94,11.56,overcast clouds,0.0,0
414,Kondinskoye,RU,59.65,67.41,68.13,65,14,9.1,light rain,0.12,0
415,Caravelas,BR,-17.71,-39.25,82.4,56,16,7.27,few clouds,0.0,0
416,Constitucion,CL,-35.33,-72.42,62.35,56,0,7.07,clear sky,0.0,0
417,Seydi,TM,39.48,62.91,92.21,12,17,10.74,few clouds,0.0,0
418,Sirur,IN,18.83,74.38,75.43,85,100,12.19,moderate rain,1.73,0
419,Saint-Augustin,CA,51.23,-58.65,62.69,54,41,9.6,scattered clouds,0.0,0
420,Acapulco,MX,16.86,-99.89,91.4,63,75,6.93,broken clouds,0.0,0
421,Belyy Yar,RU,53.6,91.39,64.4,82,78,7.23,broken clouds,0.0,0
422,Portel,BR,-1.94,-50.82,88.75,53,57,0.87,light rain,0.3,0
423,Gloversville,US,43.05,-74.34,75.99,88,90,6.93,overcast clouds,0.0,0
424,Galle,LK,6.04,80.22,81.46,86,98,9.64,light rain,0.13,0
425,Ceres,US,37.59,-120.96,82.99,50,1,3.36,clear sky,0.0,0
426,Grindavik,IS,63.84,-22.43,55.4,76,75,5.82,light intensity drizzle,0.0,0
427,Kaeo,NZ,-35.1,173.78,57.99,3,100,3.0,light rain,0.17,0
428,Westport,US,41.14,-73.36,84.2,45,40,10.29,scattered clouds,0.0,0
429,Ponta Grossa,BR,-25.09,-50.16,66.87,55,12,4.36,few clouds,0.0,0
430,Huilong,CN,31.81,121.66,73.99,92,100,1.01,light rain,0.11,0
431,Morehead,US,37.27,-87.18,87.01,51,40,2.06,scattered clouds,0.0,0
432,Vostok,RU,46.49,135.88,53.74,100,0,3.33,clear sky,0.0,0
433,Linhares,BR,-19.39,-40.07,88.3,32,22,4.21,few clouds,0.0,0
434,Itoman,JP,26.12,127.67,84.2,89,75,16.11,shower rain,0.0,0
435,Muisne,EC,0.6,-80.03,76.53,84,97,11.03,overcast clouds,0.0,0
436,Churapcha,RU,62.0,132.43,58.95,74,1,3.42,clear sky,0.0,0
437,Sambo Creek,HN,15.82,-86.68,86.0,70,75,4.7,broken clouds,0.0,0
438,Banda Aceh,ID,5.56,95.32,80.2,79,82,2.39,broken clouds,0.0,0
439,Burgeo,CA,47.62,-57.62,67.95,82,96,4.9,light rain,0.18,0
440,Valparaiso,CL,-33.04,-71.63,80.6,13,0,10.29,clear sky,0.0,0
441,Kontagora,NG,10.4,5.47,75.81,88,48,3.62,light rain,0.24,0
442,Kerouane,GN,9.27,-9.02,72.25,92,97,6.46,light rain,0.41,0
443,Bilma,NE,18.69,12.92,98.8,12,37,5.95,scattered clouds,0.0,0
444,College,US,64.86,-147.8,59.0,87,75,2.24,broken clouds,0.0,0
445,Syracuse,IT,37.09,15.28,78.8,74,45,5.82,light rain,0.16,0
446,Aberdeen,GB,57.14,-2.1,63.0,59,75,8.05,broken clouds,0.0,0
447,Yaan,NG,7.38,8.57,74.12,94,90,9.48,moderate rain,2.52,0
448,Labuhan,ID,-6.88,112.21,77.67,85,19,8.95,few clouds,0.0,0
449,Colesberg,ZA,-30.72,25.1,33.67,84,25,8.1,scattered clouds,0.0,0
450,Vila,PT,42.03,-8.16,75.99,38,64,11.99,broken clouds,0.0,0
451,Talnakh,RU,69.49,88.4,50.0,93,90,11.18,fog,0.0,0
452,Road Town,VG,18.42,-64.62,87.8,62,20,11.41,few clouds,0.0,0
453,Brae,GB,60.4,-1.35,53.6,93,90,14.99,fog,0.0,0
454,Shetpe,KZ,44.17,52.12,83.3,48,18,9.51,few clouds,0.0,0
455,Lar,IN,26.2,83.97,87.39,72,80,9.46,broken clouds,0.0,0
456,Saint-Pierre,RE,-21.34,55.48,69.8,88,1,6.93,clear sky,0.0,0
457,Sobolevo,RU,54.43,31.9,60.31,70,100,15.3,overcast clouds,0.0,0
458,Mehamn,NO,71.04,27.85,46.4,81,75,8.05,broken clouds,0.0,0
459,Krasnoselkup,RU,65.7,82.47,49.78,73,98,14.29,overcast clouds,0.0,0
460,Beira,MZ,-19.84,34.84,68.0,94,0,6.93,clear sky,0.0,0
461,Shitanjing,CN,39.23,106.34,73.9,52,16,9.01,few clouds,0.0,0
462,Inirida,CO,3.87,-67.92,84.58,77,23,2.04,moderate rain,1.45,0
463,Tabou,CI,4.42,-7.35,76.57,74,23,10.8,few clouds,0.0,0
464,Elko,US,41.0,-115.5,81.0,17,1,4.7,clear sky,0.0,0
465,Peterborough,GB,52.57,-0.25,64.4,55,100,10.29,overcast clouds,0.0,0
466,Tuatapere,NZ,-46.13,167.68,39.0,83,65,3.0,broken clouds,0.0,0
467,Kraksaan,ID,-7.76,113.4,76.19,79,1,4.56,clear sky,0.0,0
468,Roura,GF,4.73,-52.33,89.6,59,44,10.29,light rain,0.6,0
469,Freeport,US,40.66,-73.58,87.01,42,1,11.41,clear sky,0.0,0
470,Mayor Pablo Lagerenza,PY,-19.93,-60.77,78.22,38,68,8.28,broken clouds,0.0,0
471,Jieshi,CN,22.81,115.83,84.25,83,89,11.81,overcast clouds,0.0,0
472,Candido Mendes,BR,-1.45,-45.72,84.22,69,7,4.85,light rain,0.34,0
473,Lloydminster,CA,53.28,-110.0,60.8,67,90,24.16,overcast clouds,0.0,0
474,Dzaoudzi,YT,-12.79,45.27,75.2,78,69,6.93,broken clouds,0.0,0
475,Tasiilaq,GL,65.61,-37.64,50.0,66,75,4.7,broken clouds,0.0,0
476,Kedrovyy,RU,56.17,91.82,66.2,77,36,11.18,scattered clouds,0.0,0
477,Natal,BR,-5.79,-35.21,84.2,62,20,8.05,few clouds,0.0,0
478,Eldorado,BR,-23.79,-54.28,70.9,63,62,8.5,broken clouds,0.0,0
479,Birjand,IR,32.87,59.22,86.0,16,40,11.41,light rain,0.0,0
480,Americo Brasiliense,BR,-21.72,-48.1,79.34,48,27,4.83,scattered clouds,0.0,0
481,Mabaruma,GY,8.2,-59.78,85.5,70,26,5.14,light rain,0.88,0
482,Samarai,PG,-10.62,150.67,77.97,86,70,13.78,moderate rain,1.75,0
483,Zaozerne,UA,45.16,33.28,68.97,54,5,12.86,clear sky,0.0,0
484,Koundara,GN,12.48,-13.3,86.97,66,64,1.95,broken clouds,0.0,0
485,Carahue,CL,-38.7,-73.17,51.8,71,31,1.12,scattered clouds,0.0,0
486,Fort Nelson,CA,58.81,-122.7,69.8,37,20,11.41,few clouds,0.0,0
487,Iranshahr,IR,27.2,60.68,91.4,43,40,6.93,scattered clouds,0.0,0
488,Havre,FR,49.58,0.33,64.99,88,90,9.17,overcast clouds,0.0,0
489,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,79.41,69,24,8.03,few clouds,0.0,0
490,Jiazi,CN,22.88,116.07,83.44,83,89,11.14,overcast clouds,0.0,0
491,Broome,US,42.25,-75.83,79.0,53,40,8.05,scattered clouds,0.0,0
492,Katsuura,JP,35.13,140.3,72.0,94,75,10.29,broken clouds,0.0,0
493,Diamantino,BR,-14.41,-56.45,92.97,28,32,3.94,scattered clouds,0.0,0
494,Vao,NC,-22.67,167.48,71.24,92,100,10.92,moderate rain,1.27,0
495,Ossora,RU,59.24,163.07,52.57,90,100,3.2,overcast clouds,0.0,0
496,Baiyin,CN,36.56,104.21,64.99,100,0,2.24,clear sky,0.0,0
497,Yenagoa,NG,4.92,6.26,73.71,94,100,4.74,overcast clouds,0.0,0
498,Acari,PE,-15.43,-74.62,77.14,37,3,8.95,clear sky,0.0,0
499,Sao Mateus,BR,-18.72,-39.86,84.31,46,7,5.5,clear sky,0.0,0
500,Carndonagh,IE,55.25,-7.27,55.4,100,75,11.41,light intensity drizzle rain,0.0,0
501,Anadyr,RU,64.75,177.48,50.0,93,75,2.24,light intensity drizzle,0.0,0
502,Angoche,MZ,-16.23,39.91,71.2,74,72,9.15,broken clouds,0.0,0
503,Nanortalik,GL,60.14,-45.24,42.53,92,100,2.57,light rain,0.18,0
504,Soure,BR,-0.72,-48.52,86.14,60,22,3.69,light rain,0.32,0
505,Ilinskiy,RU,55.62,38.12,64.4,93,75,13.42,thunderstorm with light rain,0.0,0
506,Chara,RU,56.91,118.26,61.92,76,97,1.07,overcast clouds,0.0,0
507,Saint Anthony,US,45.02,-93.22,75.2,69,90,13.87,overcast clouds,0.0,0
508,Sabang,ID,5.89,95.32,83.25,72,67,3.33,broken clouds,0.0,0
509,Robertsport,LR,6.75,-11.37,74.1,92,100,20.24,heavy intensity rain,6.97,0
510,Jutai,BR,-5.18,-68.9,86.94,57,39,3.8,scattered clouds,0.0,0
511,Mnogovershinnyy,RU,53.94,139.92,52.65,88,42,4.97,scattered clouds,0.0,0
512,Tolaga Bay,NZ,-38.37,178.3,51.82,87,63,4.05,broken clouds,0.0,0
513,Morada Nova,BR,-5.11,-38.37,89.62,41,1,6.24,clear sky,0.0,0
514,Baturite,BR,-4.33,-38.88,85.06,51,0,6.58,clear sky,0.0,0
515,Hargeysa,SO,9.56,44.06,76.05,49,66,22.24,broken clouds,0.0,0
516,Qesarya,IL,32.52,34.9,80.6,78,20,8.05,few clouds,0.0,0
517,Xambioa,BR,-6.41,-48.54,85.51,46,62,2.68,broken clouds,0.0,0
518,Tura,IN,25.52,90.22,75.42,96,100,6.91,light rain,0.48,0
519,Coracao De Jesus,BR,-16.69,-44.37,86.0,22,0,6.93,clear sky,0.0,0
520,Richards Bay,ZA,-28.78,32.04,62.15,58,70,7.78,broken clouds,0.0,0
521,Laguna,US,38.42,-121.42,77.0,56,1,8.05,clear sky,0.0,0
522,Ust-Kuyga,RU,70.02,135.6,52.65,78,43,4.03,scattered clouds,0.0,0
523,Auki,SB,-8.77,160.7,78.69,81,100,3.53,overcast clouds,0.0,0
524,Graciano Sanchez,MX,23.92,-99.28,93.2,34,5,14.99,clear sky,0.0,0
525,Bardstown,US,37.81,-85.47,88.0,51,1,5.82,clear sky,0.0,0
526,Lasa,IT,46.62,10.7,63.0,77,40,6.93,scattered clouds,0.0,0
527,Busovaca,BA,44.1,17.88,71.6,43,20,6.93,few clouds,0.0,0
528,Luganville,VU,-15.53,167.17,75.2,82,99,4.14,overcast clouds,0.0,0
529,Piedras Negras,MX,28.7,-100.52,91.4,59,5,9.17,clear sky,0.0,0
530,Tiarei,PF,-17.53,-149.33,75.2,88,75,3.36,shower rain,0.0,0
531,Yarim,YE,14.3,44.38,65.59,48,87,1.97,overcast clouds,0.0,0
532,Cortez,US,37.35,-108.59,87.8,20,1,6.93,clear sky,0.0,0
533,Matara,LK,5.95,80.54,80.78,86,99,8.86,light rain,0.11,0
534,Mineiros,BR,-17.57,-52.55,83.55,36,41,5.86,scattered clouds,0.0,0
535,Eureka,US,40.8,-124.16,62.01,100,0,7.34,clear sky,0.0,0
536,Agirish,RU,61.92,63.02,63.99,89,63,6.46,light rain,0.89,0
537,Pontes E Lacerda,BR,-15.23,-59.34,91.06,38,49,4.18,scattered clouds,0.0,0
538,Manakara,MG,-22.13,48.02,67.23,87,0,2.91,clear sky,0.0,0
539,Buta,CD,2.79,24.73,72.34,93,99,1.14,overcast clouds,0.0,0
540,Omboue,GA,-1.57,9.26,72.18,83,100,7.07,overcast clouds,0.0,0
541,Kalmunai,LK,7.42,81.82,82.35,75,90,15.95,overcast clouds,0.0,0
542,Mugur-Aksy,RU,50.35,90.5,48.99,87,100,4.38,heavy intensity rain,4.8,0
543,Marshall,US,34.38,-86.33,88.0,38,40,3.36,scattered clouds,0.0,0
544,Havoysund,NO,71.0,24.66,50.0,81,40,9.17,scattered clouds,0.0,0
545,Pevek,RU,69.7,170.31,36.73,87,0,6.2,clear sky,0.0,0
